Game_Date,Game_Time,Name,Team,Opp,Proj_PTS,Proj_REB,Proj_AST,Total_PRA,Actual_PTS,Actual_REB,Actual_AST,Actual_PRA
2026-02-04,7:00 pm ET,OG Anunoby,Knicks,Nuggets,17.26,5.07,2.59,24.92,20.0,8.0,4.0,32.0
2026-02-04,7:00 pm ET,Josh Hart,Knicks,Nuggets,11.26,6.92,4.78,22.96,,,,
2026-02-04,7:00 pm ET,Jonas Valanciunas,Nuggets,Knicks,11.82,8.09,1.8,21.71,2.0,3.0,2.0,7.0
2026-02-04,7:00 pm ET,Miles McBride,Knicks,Nuggets,14.15,3.06,3.29,20.5,,,,
2026-02-04,7:00 pm ET,Mikal Bridges,Knicks,Nuggets,14.14,2.97,3.29,20.4,5.0,4.0,4.0,13.0
2026-02-04,7:00 pm ET,Tim Hardaway Jr.,Nuggets,Knicks,13.56,3.5,1.78,18.84,19.0,6.0,2.0,27.0
2026-02-04,7:00 pm ET,Mitchell Robinson,Knicks,Nuggets,5.74,9.14,0.74,15.62,10.0,8.0,0.0,18.0
2026-02-04,7:00 pm ET,Bruce Brown,Nuggets,Knicks,9.72,3.57,1.9,15.19,10.0,5.0,0.0,15.0
2026-02-04,7:00 pm ET,Landry Shamet,Knicks,Nuggets,9.77,2.03,1.67,13.46,16.0,2.0,3.0,21.0
2026-02-04,7:00 pm ET,Jalen Pickett,Nuggets,Knicks,6.39,3.28,2.73,12.39,0.0,0.0,0.0,0.0
2026-02-04,7:00 pm ET,Spencer Jones,Nuggets,Knicks,6.89,3.54,0.99,11.42,0.0,3.0,0.0,3.0
2026-02-04,7:00 pm ET,Zeke Nnaji,Nuggets,Knicks,4.69,4.07,0.72,9.47,0.0,0.0,0.0,0.0
2026-02-04,7:00 pm ET,Aaron Gordon,Nuggets,Knicks,0.0,0.0,0.0,0.0,,,,
2026-02-04,7:00 pm ET,Jamal Murray,Nuggets,Knicks,0.0,0.0,0.0,0.0,39.0,5.0,6.0,50.0
2026-02-04,7:00 pm ET,Julian Strawther,Nuggets,Knicks,0.0,0.0,0.0,0.0,11.0,3.0,1.0,15.0
2026-02-04,7:00 pm ET,Christian Braun,Nuggets,Knicks,0.0,0.0,0.0,0.0,6.0,7.0,6.0,19.0
2026-02-04,7:00 pm ET,DaRon Holmes II,Nuggets,Knicks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,7:00 pm ET,Hunter Tyson,Nuggets,Knicks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,7:00 pm ET,Curtis Jones,Nuggets,Knicks,0.0,0.0,0.0,0.0,,,,
2026-02-04,7:00 pm ET,Jordan Clarkson,Knicks,Nuggets,0.0,0.0,0.0,0.0,11.0,1.0,1.0,13.0
2026-02-04,7:00 pm ET,Guerschon Yabusele,Knicks,Nuggets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,7:00 pm ET,Ariel Hukporti,Knicks,Nuggets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,7:00 pm ET,Kevin McCullar Jr.,Knicks,Nuggets,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
2026-02-04,7:00 pm ET,Trey Jemison III,Knicks,Nuggets,0.0,0.0,0.0,0.0,,,,
2026-02-04,7:00 pm ET,Tyler Kolek,Knicks,Nuggets,0.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0
2026-02-04,7:00 pm ET,Mohamed Diawara,Knicks,Nuggets,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
2026-02-04,7:30 pm ET,Anthony Edwards,Timberwolves,Raptors,29.7,6.15,3.8,39.65,30.0,8.0,5.0,43.0
2026-02-04,7:30 pm ET,Julius Randle,Timberwolves,Raptors,21.87,5.87,4.51,32.26,17.0,4.0,4.0,25.0
2026-02-04,7:30 pm ET,Scottie Barnes,Raptors,Timberwolves,18.74,7.67,5.74,32.15,22.0,10.0,8.0,40.0
2026-02-04,7:30 pm ET,Brandon Ingram,Raptors,Timberwolves,21.37,5.3,4.52,31.19,25.0,6.0,4.0,35.0
2026-02-04,7:30 pm ET,RJ Barrett,Raptors,Timberwolves,18.13,5.71,3.4,27.24,13.0,6.0,1.0,20.0
2026-02-04,7:30 pm ET,Naz Reid,Timberwolves,Raptors,15.01,7.1,3.05,25.16,17.0,8.0,3.0,28.0
2026-02-04,7:30 pm ET,Jaden McDaniels,Timberwolves,Raptors,14.48,4.28,3.36,22.12,19.0,1.0,4.0,24.0
2026-02-04,7:30 pm ET,Sandro Mamukelashvili,Raptors,Timberwolves,13.22,5.95,2.67,21.84,14.0,4.0,2.0,20.0
2026-02-04,7:30 pm ET,Collin Murray-Boyles,Raptors,Timberwolves,9.8,7.65,3.54,20.99,13.0,4.0,3.0,20.0
2026-02-04,7:30 pm ET,Donte DiVincenzo,Timberwolves,Raptors,12.28,3.99,3.68,19.95,15.0,6.0,5.0,26.0
2026-02-04,7:30 pm ET,Jamal Shead,Raptors,Timberwolves,7.24,2.64,3.56,13.44,7.0,2.0,4.0,13.0
2026-02-04,7:30 pm ET,Bones Hyland,Timberwolves,Raptors,6.34,2.17,2.3,10.82,20.0,7.0,3.0,30.0
2026-02-04,7:30 pm ET,Ja'Kobe Walter,Raptors,Timberwolves,6.74,2.28,1.39,10.41,3.0,0.0,1.0,4.0
2026-02-04,7:30 pm ET,Gradey Dick,Raptors,Timberwolves,6.49,2.56,0.92,9.97,6.0,4.0,0.0,10.0
2026-02-04,7:30 pm ET,Mike Conley,Timberwolves,Raptors,4.74,1.93,1.95,8.62,,,,
2026-02-04,7:30 pm ET,Jaylen Clark,Timberwolves,Raptors,3.64,2.0,0.95,6.59,0.0,0.0,0.0,0.0
2026-02-04,7:30 pm ET,Ochai Agbaji,Raptors,Timberwolves,3.39,1.51,0.58,5.48,,,,
2026-02-04,7:30 pm ET,Rudy Gobert,Timberwolves,Raptors,0.0,0.0,0.0,0.0,10.0,12.0,2.0,24.0
2026-02-04,7:30 pm ET,Joe Ingles,Timberwolves,Raptors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,7:30 pm ET,Joan Beringer,Timberwolves,Raptors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,7:30 pm ET,Immanuel Quickley,Raptors,Timberwolves,0.0,0.0,0.0,0.0,23.0,5.0,8.0,36.0
2026-02-04,7:30 pm ET,A.J. Lawson,Raptors,Timberwolves,0.0,0.0,0.0,0.0,,,,
2026-02-04,7:30 pm ET,Jonathan Mogbo,Raptors,Timberwolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,7:30 pm ET,Jamison Battle,Raptors,Timberwolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,7:30 pm ET,Alijah Martin,Raptors,Timberwolves,0.0,0.0,0.0,0.0,,,,
2026-02-04,8:00 pm ET,Giannis Antetokounmpo,Bucks,Pelicans,22.35,9.88,5.51,37.75,,,,
2026-02-04,8:00 pm ET,Alperen Sengun,Rockets,Celtics,21.59,9.45,5.76,36.79,13.0,9.0,3.0,25.0
2026-02-04,8:00 pm ET,Kevin Durant,Rockets,Celtics,25.16,4.82,5.29,35.27,15.0,5.0,1.0,21.0
2026-02-04,8:00 pm ET,Saddiq Bey,Pelicans,Bucks,21.59,6.25,3.11,30.95,22.0,3.0,2.0,27.0
2026-02-04,8:00 pm ET,Zion Williamson,Pelicans,Bucks,18.63,7.8,3.36,29.79,20.0,5.0,8.0,33.0
2026-02-04,8:00 pm ET,Trey Murphy III,Pelicans,Bucks,21.22,4.22,4.29,29.73,44.0,6.0,6.0,56.0
2026-02-04,8:00 pm ET,Amen Thompson,Rockets,Celtics,15.31,7.6,6.66,29.57,11.0,4.0,4.0,19.0
2026-02-04,8:00 pm ET,Ryan Rollins,Bucks,Pelicans,17.21,5.2,5.57,27.98,27.0,4.0,4.0,35.0
2026-02-04,8:00 pm ET,Kyle Kuzma,Bucks,Pelicans,16.72,6.39,3.97,27.08,7.0,6.0,9.0,22.0
2026-02-04,8:00 pm ET,Bobby Portis,Bucks,Pelicans,16.1,7.32,3.49,26.92,,,,
2026-02-04,8:00 pm ET,Payton Pritchard,Celtics,Rockets,16.47,3.46,4.88,24.81,27.0,3.0,7.0,37.0
2026-02-04,8:00 pm ET,Kevin Porter Jr.,Bucks,Pelicans,11.95,4.8,6.07,22.82,18.0,6.0,9.0,33.0
2026-02-04,8:00 pm ET,Myles Turner,Bucks,Pelicans,14.38,6.34,1.87,22.59,16.0,9.0,1.0,26.0
2026-02-04,8:00 pm ET,Derik Queen,Pelicans,Bucks,11.43,6.79,4.11,22.33,6.0,3.0,7.0,16.0
2026-02-04,8:00 pm ET,Tari Eason,Rockets,Celtics,13.42,7.0,1.63,22.05,10.0,4.0,1.0,15.0
2026-02-04,8:00 pm ET,Jabari Smith Jr.,Rockets,Celtics,13.9,5.74,2.0,21.64,13.0,4.0,3.0,20.0
2026-02-04,8:00 pm ET,Neemias Queta,Celtics,Rockets,10.14,7.25,1.88,19.27,10.0,19.0,2.0,31.0
2026-02-04,8:00 pm ET,Sam Hauser,Celtics,Rockets,12.0,4.38,1.7,18.08,0.0,0.0,0.0,0.0
2026-02-04,8:00 pm ET,Reed Sheppard,Rockets,Celtics,12.58,2.5,2.23,17.31,9.0,2.0,0.0,11.0
2026-02-04,8:00 pm ET,Herbert Jones,Pelicans,Bucks,10.3,3.1,2.82,16.22,7.0,2.0,2.0,11.0
2026-02-04,8:00 pm ET,Yves Missi,Pelicans,Bucks,7.53,6.23,1.48,15.24,7.0,7.0,1.0,15.0
2026-02-04,8:00 pm ET,AJ Green,Bucks,Pelicans,10.1,2.74,2.02,14.86,20.0,3.0,2.0,25.0
2026-02-04,8:00 pm ET,Jeremiah Fears,Pelicans,Bucks,9.54,3.22,1.76,14.52,13.0,2.0,4.0,19.0
2026-02-04,8:00 pm ET,Luka Garza,Celtics,Rockets,7.8,3.9,1.39,13.09,19.0,6.0,2.0,27.0
2026-02-04,8:00 pm ET,Baylor Scheierman,Celtics,Rockets,6.31,3.86,1.47,11.63,15.0,10.0,4.0,29.0
2026-02-04,8:00 pm ET,Josh Okogie,Rockets,Celtics,6.34,3.43,1.27,11.03,2.0,1.0,0.0,3.0
2026-02-04,8:00 pm ET,Hugo Gonzalez,Celtics,Rockets,5.19,3.47,0.83,9.49,2.0,3.0,0.0,5.0
2026-02-04,8:00 pm ET,Karlo Matkovic,Pelicans,Bucks,4.37,3.09,0.8,8.26,7.0,3.0,1.0,11.0
2026-02-04,8:00 pm ET,Jordan Walsh,Celtics,Rockets,4.72,2.59,0.82,8.13,2.0,4.0,0.0,6.0
2026-02-04,8:00 pm ET,Dorian Finney-Smith,Rockets,Celtics,4.2,2.21,0.89,7.29,,,,
2026-02-04,8:00 pm ET,Gary Harris,Bucks,Pelicans,3.45,2.35,1.4,7.2,,,,
2026-02-04,8:00 pm ET,Jaylen Brown,Celtics,Rockets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,8:00 pm ET,Derrick White,Celtics,Rockets,0.0,0.0,0.0,0.0,28.0,1.0,8.0,37.0
2026-02-04,8:00 pm ET,Anfernee Simons,Celtics,Rockets,0.0,0.0,0.0,0.0,,,,
2026-02-04,8:00 pm ET,Wendell Moore Jr.,Celtics,Rockets,0.0,0.0,0.0,0.0,,,,
2026-02-04,8:00 pm ET,Amari Williams,Celtics,Rockets,0.0,0.0,0.0,0.0,,,,
2026-02-04,8:00 pm ET,Steven Adams,Rockets,Celtics,0.0,0.0,0.0,0.0,,,,
2026-02-04,8:00 pm ET,Clint Capela,Rockets,Celtics,0.0,0.0,0.0,0.0,4.0,5.0,0.0,9.0
2026-02-04,8:00 pm ET,Aaron Holiday,Rockets,Celtics,0.0,0.0,0.0,0.0,9.0,2.0,2.0,13.0
2026-02-04,8:00 pm ET,Jae'Sean Tate,Rockets,Celtics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,8:00 pm ET,JD Davison,Rockets,Celtics,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0
2026-02-04,8:00 pm ET,DeAndre Jordan,Pelicans,Bucks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,8:00 pm ET,Kevon Looney,Pelicans,Bucks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,8:00 pm ET,Jordan Poole,Pelicans,Bucks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,8:00 pm ET,Jose Alvarado,Pelicans,Bucks,0.0,0.0,0.0,0.0,9.0,5.0,1.0,15.0
2026-02-04,8:00 pm ET,Bryce McGowens,Pelicans,Bucks,0.0,0.0,0.0,0.0,,,,
2026-02-04,8:00 pm ET,Jordan Hawkins,Pelicans,Bucks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,8:00 pm ET,Micah Peavy,Pelicans,Bucks,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0
2026-02-04,8:00 pm ET,Gary Trent Jr.,Bucks,Pelicans,0.0,0.0,0.0,0.0,13.0,0.0,2.0,15.0
2026-02-04,8:00 pm ET,Amir Coffey,Bucks,Pelicans,0.0,0.0,0.0,0.0,16.0,5.0,1.0,22.0
2026-02-04,8:00 pm ET,Cole Anthony,Bucks,Pelicans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,8:00 pm ET,Jericho Sims,Bucks,Pelicans,0.0,0.0,0.0,0.0,8.0,6.0,4.0,18.0
2026-02-04,8:00 pm ET,Jamaree Bouyea,Bucks,Pelicans,0.0,0.0,0.0,0.0,,,,
2026-02-04,8:00 pm ET,Pete Nance,Bucks,Pelicans,0.0,0.0,0.0,0.0,16.0,3.0,3.0,22.0
2026-02-04,8:00 pm ET,Andre Jackson Jr.,Bucks,Pelicans,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
2026-02-04,9:30 pm ET,Shai Gilgeous-Alexander,Thunder,Spurs,29.43,4.78,6.79,40.99,,,,
2026-02-04,9:30 pm ET,Victor Wembanyama,Spurs,Thunder,21.6,10.88,2.49,34.97,22.0,14.0,2.0,38.0
2026-02-04,9:30 pm ET,De'Aaron Fox,Spurs,Thunder,16.18,4.0,6.43,26.6,15.0,4.0,10.0,29.0
2026-02-04,9:30 pm ET,Chet Holmgren,Thunder,Spurs,15.24,9.02,1.81,26.07,0.0,0.0,0.0,0.0
2026-02-04,9:30 pm ET,Jalen Williams,Thunder,Spurs,15.95,3.72,5.45,25.11,,,,
2026-02-04,9:30 pm ET,Stephon Castle,Spurs,Thunder,11.14,4.51,5.97,21.63,14.0,3.0,4.0,21.0
2026-02-04,9:30 pm ET,Isaiah Hartenstein,Thunder,Spurs,9.64,8.69,2.21,20.54,0.0,0.0,0.0,0.0
2026-02-04,9:30 pm ET,Ajay Mitchell,Thunder,Spurs,13.08,3.69,3.38,20.16,,,,
2026-02-04,9:30 pm ET,Keldon Johnson,Spurs,Thunder,13.01,4.37,2.05,19.43,25.0,6.0,2.0,33.0
2026-02-04,9:30 pm ET,Dylan Harper,Spurs,Thunder,11.47,3.88,3.42,18.77,,,,
2026-02-04,9:30 pm ET,Julian Champagnie,Spurs,Thunder,11.91,5.35,1.47,18.73,8.0,5.0,3.0,16.0
2026-02-04,9:30 pm ET,Luguentz Dort,Thunder,Spurs,11.61,4.69,1.8,18.1,0.0,0.0,0.0,0.0
2026-02-04,9:30 pm ET,Devin Vassell,Spurs,Thunder,12.17,3.5,1.82,17.49,5.0,3.0,0.0,8.0
2026-02-04,9:30 pm ET,Cason Wallace,Thunder,Spurs,10.4,3.21,1.81,15.42,13.0,3.0,5.0,21.0
2026-02-04,9:30 pm ET,Jaylin Williams,Thunder,Spurs,7.51,5.08,2.58,15.17,24.0,12.0,4.0,40.0
2026-02-04,9:30 pm ET,Isaiah Joe,Thunder,Spurs,10.46,2.46,1.83,14.74,2.0,5.0,2.0,9.0
2026-02-04,9:30 pm ET,Kenrich Williams,Thunder,Spurs,8.57,3.95,1.77,14.29,25.0,9.0,2.0,36.0
2026-02-04,9:30 pm ET,Luke Kornet,Spurs,Thunder,5.5,6.22,1.36,13.07,4.0,15.0,2.0,21.0
2026-02-04,9:30 pm ET,Harrison Barnes,Spurs,Thunder,7.37,2.46,1.65,11.48,9.0,7.0,1.0,17.0
2026-02-04,9:30 pm ET,Branden Carlson,Thunder,Spurs,4.57,3.07,0.58,8.22,3.0,7.0,0.0,10.0
2026-02-04,9:30 pm ET,Malevy Leons,Thunder,Spurs,2.64,2.12,0.45,5.2,,,,
2026-02-04,9:30 pm ET,Alex Caruso,Thunder,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-04,9:30 pm ET,Aaron Wiggins,Thunder,Spurs,0.0,0.0,0.0,0.0,20.0,4.0,6.0,30.0
2026-02-04,9:30 pm ET,Ousmane Dieng,Thunder,Spurs,0.0,0.0,0.0,0.0,,,,
2026-02-04,9:30 pm ET,Brooks Barnhizer,Thunder,Spurs,0.0,0.0,0.0,0.0,14.0,3.0,5.0,22.0
2026-02-04,9:30 pm ET,Kelly Olynyk,Spurs,Thunder,0.0,0.0,0.0,0.0,,,,
2026-02-04,9:30 pm ET,Lindy Waters III,Spurs,Thunder,0.0,0.0,0.0,0.0,,,,
2026-02-04,9:30 pm ET,Micah Potter,Spurs,Thunder,0.0,0.0,0.0,0.0,,,,
2026-02-04,9:30 pm ET,Carter Bryant,Spurs,Thunder,0.0,0.0,0.0,0.0,11.0,5.0,1.0,17.0
2026-02-07,10:00 pm ET,Donovan Mitchell,Cavaliers,Kings,27.06,4.47,6.69,38.21,35.0,2.0,4.0,41.0
2026-02-07,10:00 pm ET,Ja Morant,Grizzlies,Blazers,21.25,3.22,8.42,32.89,,,,
2026-02-07,10:00 pm ET,Evan Mobley,Cavaliers,Kings,17.69,8.46,4.12,30.26,,,,
2026-02-07,10:00 pm ET,Jaren Jackson Jr.,Grizzlies,Blazers,21.31,6.3,2.43,30.04,,,,
2026-02-07,10:00 pm ET,Darius Garland,Cavaliers,Kings,19.23,2.41,6.56,28.2,,,,
2026-02-07,10:00 pm ET,Jaylon Tyson,Cavaliers,Kings,17.43,6.32,4.18,27.93,10.0,6.0,0.0,16.0
2026-02-07,10:00 pm ET,Domantas Sabonis,Kings,Cavaliers,13.22,9.43,4.95,27.6,0.0,0.0,0.0,0.0
2026-02-07,10:00 pm ET,Shaedon Sharpe,Blazers,Grizzlies,20.22,4.2,2.72,27.13,0.0,0.0,0.0,0.0
2026-02-07,10:00 pm ET,Russell Westbrook,Kings,Cavaliers,18.2,3.12,5.17,26.49,21.0,5.0,9.0,35.0
2026-02-07,10:00 pm ET,DeMar DeRozan,Kings,Cavaliers,18.93,3.46,4.06,26.45,13.0,2.0,3.0,18.0
2026-02-07,10:00 pm ET,Donovan Clingan,Blazers,Grizzlies,12.73,11.31,1.94,25.99,20.0,19.0,3.0,42.0
2026-02-07,10:00 pm ET,Jarrett Allen,Cavaliers,Kings,13.84,8.1,1.9,23.85,29.0,10.0,1.0,40.0
2026-02-07,10:00 pm ET,Jock Landale,Grizzlies,Blazers,14.11,7.58,1.94,23.64,,,,
2026-02-07,10:00 pm ET,Zach LaVine,Kings,Cavaliers,16.6,3.29,2.5,22.39,,,,
2026-02-07,10:00 pm ET,Toumani Camara,Blazers,Grizzlies,13.26,5.97,2.38,21.61,8.0,7.0,1.0,16.0
2026-02-07,10:00 pm ET,Cedric Coward,Grizzlies,Blazers,12.12,4.83,2.85,19.8,,,,
2026-02-07,10:00 pm ET,GG Jackson,Grizzlies,Blazers,12.67,5.01,2.08,19.76,,,,
2026-02-07,10:00 pm ET,Cam Spencer,Grizzlies,Blazers,10.87,2.75,5.51,19.12,,,,
2026-02-07,10:00 pm ET,Malik Monk,Kings,Cavaliers,13.31,2.56,3.12,18.98,,,,
2026-02-07,10:00 pm ET,Jaylen Wells,Grizzlies,Blazers,12.72,3.6,1.91,18.22,,,,
2026-02-07,10:00 pm ET,Caleb Love,Blazers,Grizzlies,12.46,2.63,2.97,18.06,17.0,0.0,8.0,25.0
2026-02-07,10:00 pm ET,Vince Williams Jr.,Grizzlies,Blazers,9.87,3.28,3.12,16.26,,,,
2026-02-07,10:00 pm ET,Maxime Raynaud,Kings,Cavaliers,8.66,6.41,1.07,16.15,14.0,7.0,0.0,21.0
2026-02-07,10:00 pm ET,Nique Clifford,Kings,Cavaliers,10.09,3.73,2.0,15.82,30.0,4.0,4.0,38.0
2026-02-07,10:00 pm ET,Dylan Cardwell,Kings,Cavaliers,5.98,7.78,1.38,15.14,12.0,11.0,4.0,27.0
2026-02-07,10:00 pm ET,Sidy Cissoko,Blazers,Grizzlies,8.83,3.1,1.7,13.63,7.0,10.0,4.0,21.0
2026-02-07,10:00 pm ET,Nae'Qwan Tomlin,Cavaliers,Kings,8.19,3.8,1.55,13.53,6.0,5.0,2.0,13.0
2026-02-07,10:00 pm ET,Dean Wade,Cavaliers,Kings,6.06,4.48,1.2,11.75,,,,
2026-02-07,10:00 pm ET,Walter Clayton Jr.,Grizzlies,Blazers,6.72,1.85,2.6,11.16,,,,
2026-02-07,10:00 pm ET,Tyrese Proctor,Cavaliers,Kings,4.53,0.95,1.36,6.84,0.0,0.0,0.0,0.0
2026-02-07,10:00 pm ET,Kentavious Caldwell-Pope,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Kyle Anderson,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Brandon Clarke,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Charles Bassey,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,John Konchar,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Santi Aldama,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Scotty Pippen Jr.,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Christian Koloko,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Taylor Hendricks,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Kobe Bufkin,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Olivier-Maxence Prosper,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,PJ Hall,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Javon Small,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Jahmai Mashack,Grizzlies,Blazers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Jrue Holiday,Blazers,Grizzlies,0.0,0.0,0.0,0.0,21.0,2.0,4.0,27.0
2026-02-07,10:00 pm ET,Jerami Grant,Blazers,Grizzlies,0.0,0.0,0.0,0.0,29.0,5.0,3.0,37.0
2026-02-07,10:00 pm ET,Robert Williams III,Blazers,Grizzlies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,10:00 pm ET,Matisse Thybulle,Blazers,Grizzlies,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Deni Avdija,Blazers,Grizzlies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,10:00 pm ET,Vit Krejci,Blazers,Grizzlies,0.0,0.0,0.0,0.0,10.0,3.0,4.0,17.0
2026-02-07,10:00 pm ET,Scoot Henderson,Blazers,Grizzlies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,10:00 pm ET,Blake Wesley,Blazers,Grizzlies,0.0,0.0,0.0,0.0,10.0,1.0,0.0,11.0
2026-02-07,10:00 pm ET,Kris Murray,Blazers,Grizzlies,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Javonte Cooke,Blazers,Grizzlies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,10:00 pm ET,Rayan Rupert,Blazers,Grizzlies,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2026-02-07,10:00 pm ET,Duop Reath,Blazers,Grizzlies,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Hansen Yang,Blazers,Grizzlies,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2026-02-07,10:00 pm ET,Larry Nance Jr.,Cavaliers,Kings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-07,10:00 pm ET,Lonzo Ball,Cavaliers,Kings,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Thomas Bryant,Cavaliers,Kings,0.0,0.0,0.0,0.0,10.0,3.0,2.0,15.0
2026-02-07,10:00 pm ET,De'Andre Hunter,Cavaliers,Kings,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Sam Merrill,Cavaliers,Kings,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0
2026-02-07,10:00 pm ET,Craig Porter Jr.,Cavaliers,Kings,0.0,0.0,0.0,0.0,4.0,3.0,4.0,11.0
2026-02-07,10:00 pm ET,Dennis Schroder,Kings,Cavaliers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Doug McDermott,Kings,Cavaliers,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2026-02-07,10:00 pm ET,Dario Saric,Kings,Cavaliers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,De'Andre Hunter,Kings,Cavaliers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Precious Achiuwa,Kings,Cavaliers,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0
2026-02-07,10:00 pm ET,Keegan Murray,Kings,Cavaliers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Keon Ellis,Kings,Cavaliers,0.0,0.0,0.0,0.0,,,,
2026-02-07,10:00 pm ET,Daeqwon Plowden,Kings,Cavaliers,0.0,0.0,0.0,0.0,16.0,6.0,4.0,26.0
2026-02-07,10:00 pm ET,Devin Carter,Kings,Cavaliers,0.0,0.0,0.0,0.0,18.0,4.0,4.0,26.0
2026-02-07,3:00 pm ET,Brandon Miller,Nets,Wizards,21.92,5.76,3.05,30.73,,,,
2026-02-07,3:00 pm ET,LaMelo Ball,Nets,Wizards,19.29,3.73,7.05,30.08,,,,
2026-02-07,3:00 pm ET,Alex Sarr,Wizards,Nets,17.65,8.87,2.25,28.77,0.0,0.0,0.0,0.0
2026-02-07,3:00 pm ET,Kon Knueppel,Nets,Wizards,16.61,5.94,3.74,26.29,,,,
2026-02-07,3:00 pm ET,CJ McCollum,Wizards,Nets,18.45,3.9,3.4,25.75,,,,
2026-02-07,3:00 pm ET,Kyshawn George,Wizards,Nets,15.35,5.59,4.59,25.53,0.0,0.0,0.0,0.0
2026-02-07,3:00 pm ET,Miles Bridges,Nets,Wizards,15.08,4.76,3.1,22.94,,,,
2026-02-07,3:00 pm ET,Moussa Diabate,Nets,Wizards,9.45,9.1,1.83,20.38,,,,
2026-02-07,3:00 pm ET,Nic Claxton,Nets,Wizards,9.53,6.12,3.64,19.29,11.0,5.0,4.0,20.0
2026-02-07,3:00 pm ET,Will Riley,Wizards,Nets,13.11,3.35,2.67,19.13,27.0,3.0,2.0,32.0
