Name,Team,Opp,Game_Date,Game_Time,Proj_PTS,Proj_REB,Proj_AST,Total_PRA
Keegan Murray,Kings,Suns,2026-03-03,23:00,8.77,3.3,1.55,13.61
Ryan Dunn,Suns,Kings,2026-03-03,23:00,7.29,4.3,1.28,12.88
Killian Hayes,Kings,Suns,2026-03-03,23:00,6.79,1.96,3.42,12.17
Amir Coffey,Suns,Kings,2026-03-03,23:00,5.76,2.24,1.2,9.2
Jamaree Bouyea,Suns,Kings,2026-03-03,23:00,5.36,1.67,2.02,9.06
Doug McDermott,Kings,Suns,2026-03-03,23:00,6.22,1.88,0.92,9.02
Khaman Maluach,Suns,Kings,2026-03-03,23:00,4.93,2.42,0.86,8.21
Isaiah Livers,Suns,Kings,2026-03-03,23:00,3.52,2.63,1.57,7.72
Drew Eubanks,Kings,Suns,2026-03-03,23:00,4.39,2.61,0.55,7.54
Rasheer Fleming,Suns,Kings,2026-03-03,23:00,4.37,2.17,0.6,7.14
Isaiah Stevens,Kings,Suns,2026-03-03,23:00,3.04,1.91,1.49,6.45
Patrick Baldwin Jr.,Kings,Suns,2026-03-03,23:00,2.32,2.07,0.89,5.29
